pageid,ns,title,extract
15111501,0,"Bocas del Toro ""Isla Colón"" International Airport","Bocas del Toro ""Isla Colón"" International Airport (Spanish: Aeropuerto Internacional de Bocas del Toro ""Isla Colón"") (IATA: BOC, ICAO: MPBO) is a public airport located 1.5 kilometres (1 mi) northwest of the center of Bocas del Toro, a town on Isla Colón (Colón Island) in the Bocas del Toro Province of Panama. The facility is also called José Ezequiel Hall International Airport.A small terminal exists at the east end of the runway. International arrivals must clear Panamanian customs at the airport. Taxis and telephones are available. No aviation fuel is available. The airport operates from 6:00 AM to 8:00 PM daily.The airport has a control tower and runway lights. The single runway is aligned in an east–west direction and designated Runway 08/26. The runway measures 1,500 m × 26 m (4,921 ft × 85 ft). The airport can accommodate business jets such as Bombardier Global Express, Gulfstreams, Dassault Falcon. The biggest scheduled plane is Air Panama Fokker 50.
The David VOR-DME (Ident: DAV) is located 58.1 nautical miles (108 km) south of the airport. The Bocas Del Toro VOR-DME (Ident: BDT) is located on the field."
16581697,0,Bogota International Airport,
5592802,0,Bogotá International Airport,
59175028,0,Bohol-Panglao International Airport,
18565650,0,Bohol–Panglao International Airport,"Bohol–Panglao International Airport (Cebuano: Tugpahanang Pangkalibutanon sa Bohol–Panglao; Filipino: Paliparang Pandaigdig ng Bohol–Panglao; IATA: TAG, ICAO: RPSP), also known as New Bohol International Airport, is an international airport on Panglao Island in the province of Bohol, Philippines. It replaced Tagbilaran Airport to support Bohol's increased passenger traffic due to tourism. The airport is dubbed as the first eco-airport in the Philippines and the country's green gateway.
The airport is officially classified as an international airport by the Civil Aviation Authority of the Philippines.
The airport serves as the gateway to Tagbilaran and the rest of mainland Bohol for domestic air travellers. It also is less than an hour's flight from Mactan–Cebu International Airport, which is a gateway to central Philippines for international tourists.
The airport was inaugurated on November 27, 2018."
2941234,0,Boise International Airport,
13235885,0,Bokhtar International Airport,"Bokhtar International Airport (Tajik: Фурудгоҳи байналмилалии «Бохтар», romanized: Furudgohi Baynalmilalii Bohtar, Russian: Международный аэропорт «Бохтар»; ) is an international airport (IATA: KQT, ICAO: UTDT) five kilometers northeast of the city of Bokhtar (until 2018 was called Qurghonteppa), near the village of Levakant. Also known as Kurgan-Tyube, but after renaming the city of Kurgan-Tyube to Bokhtar, it changed its name in the same way. It is one of the four international airports in Tajikistan."
38063440,0,Bole International Airport,
59327902,0,Bole international airport,
2855274,0,Bolingbrook's Clow International Airport,"Bolingbrook's Clow International Airport  (FAA LID: 1C5) is a public airport in Bolingbrook, a village in Will County, Illinois, United States. Located 29 miles (46 km) southwest of the Chicago Loop, it is a small general aviation facility catering to private pilots, students, and commuter aircraft.

"
42517325,0,Bologna International Airport,
42517328,0,Bologna International airport,
49354988,0,Boma International Airport,"Boma International Airport (IATA: pending, ICAO: pending) is an airport serving the city of Boma in Bas-Congo Province, Democratic Republic of the Congo. The airport is at Lukandu, 22 kilometres (14 mi) northwest of Boma.
The airport is under construction, with 2,000 metres (6,600 ft) of clay-surfaced runway completed in 2013, and extension to 3,000 metres (9,800 ft) planned."
47319800,0,Bombay International Airport,
18556425,0,Bonaire International Airport,
4499535,0,Bonriki International Airport,"Bonriki International Airport (IATA: TRW, ICAO: NGTA) is an international airport in Kiribati, serving as the main gateway to the country. It is located in its capital, South Tarawa, which is a group of islets in the atoll of Tarawa in the Gilbert Islands, precisely on Bonriki.
Fiji's national carrier, Fiji Airways connects Kiribati with Nadi, which is Fiji Airways' hub and Fiji's main international gateway. Nauru Airlines flies to Nauru International Airport, continuing to Honiara, the capital of Solomon Islands, and further to Brisbane, Australia. This service was suspended from July 2008 to November 2009, but later replaced by the same route with Solomon Airlines (Bonriki-Honiara-Brisbane).The airport is the hub of the only two Kiribati airlines, flag carrier Air Kiribati and the 2009-established Coral Sun Airways, with both airlines mainly flying domestic routes within the Gilbert Islands. Air Kiribati and Coral Sun Airways both serve all 16 other airports in the Gilbert Islands, but not all these destinations are flown directly from Tarawa. Coral Sun Airways is considering buying another, larger aircraft, capable of flying to the Phoenix Islands and Line Islands.  As of 2018, only the Line Islands can be flown to, but these can only be reached by flying via Fiji."
31120687,0,Boracay International Airport,
38825774,0,Boramani International Airport,
61268559,0,Borg El Arab International Airport,
8314720,0,Borg al Arab International Airport,
3075055,0,Borispol International Airport,
3137088,0,Boryspil International Airport,"Boryspil International Airport (Ukrainian: Міжнародний аеропорт «Бориспіль») (IATA: KBP, ICAO: UKBB) is an international airport in Boryspil, 29 km (18 mi) east of Kyiv, the capital of Ukraine. It is the country's largest airport, serving 65% of its passenger air traffic, including all its intercontinental flights and a majority of international flights. It is one of two passenger airports that serve Kyiv along with the smaller Zhuliany Airport. Boryspil International Airport is a member of Airports Council International."
36117901,0,Bosaso International Airport,
32030127,0,Boscobel International Airport,
13671454,0,Boston International Airport,
2373117,0,Boston Logan International Airport,
1746806,0,Boston international airport,
2148895,0,Bournemouth International Airport,
2371232,0,Bozeman Yellowstone International Airport,"Bozeman Yellowstone International Airport (IATA: BZN, ICAO: KBZN, FAA LID: BZN) (Gallatin Field) is located in Belgrade, Montana, United States, eight miles (13 km) northwest of Bozeman. Owned by the Gallatin Airport Authority, it has been Montana's busiest airport since 2013.The National Plan of Integrated Airport Systems for 2011–2015 categorized it as a primary commercial service facility (more than 10,000 enplanements per year). Federal Aviation Administration records show that the airport had 442,788 passenger boardings (enplanements) in calendar year 2013, 434,038 in 2012 and 397,870 in 2011.

"
15437169,0,Bradenton International Airport,
263642,0,Bradley International Airport,"Bradley International Airport (IATA: BDL, ICAO: KBDL, FAA LID: BDL) is a public international airport in Windsor Locks, Connecticut. Owned and operated by the Connecticut Airport Authority, it is the second-largest airport in New England.The airport is about halfway between Hartford, Connecticut, and Springfield, Massachusetts. It is Connecticut's busiest commercial airport and the second-busiest airport in New England after Boston's Logan International Airport, with over 6.75 million passengers in 2019. The four largest carriers at Bradley International Airport are Southwest, Delta, JetBlue, and American with market shares of 29%, 19%, 15%, and 14%, respectively. As a dual-use military facility with the U.S. Air Force, the airport is home to the 103d Airlift Wing (103 AW) of the Connecticut Air National Guard.
Bradley was originally branded as the ""Gateway to New England"" and is home to the New England Air Museum. In 2016, Bradley International launched its new brand, ""Love the Journey"". In 2019, Bradley was the 55th-busiest commercial airport in the United States, by passengers enplaned.The Federal Aviation Administration (FAA) National Plan of Integrated Airport Systems for 2017–2021 categorized it as a medium-hub primary commercial service facility.The former discount department store chain Bradlees was named after the airport as many of the early planning meetings were held there.

"
65022512,0,Bradly International Airport,
272083,0,Bram Fischer International Airport,"Bram Fischer International Airport (IATA: BFN, ICAO: FABL) is a primary airport located in Bloemfontein, the capital city of the Free State province of South Africa. The runways are shared with AFB Bloemspruit.
In November 2012, the South African government announced that the airport's name was to be changed to Bram Fischer International Airport; the official renaming was performed by Pres. Jacob Zuma on Thursday, 13 December 2012."
